borrower_id,age,gender,state,borrower_segment,recharge_freq_30d,recharge_avg_amount_inr,recharge_amount_cv,upi_active_days_30d,upi_monthly_txn_count,job_app_sessions_per_week,sim_tenure_months,elec_payment_delay_days,elec_bill_variance_pct,water_gas_bill_available,water_gas_payment_delay_days,rent_receipt_streak_months,rent_amount_cv,declared_monthly_income_inr,sms_avg_monthly_credit_inr,sms_avg_monthly_debit_inr,sms_debit_to_credit_ratio,sms_credit_regularity_score,gig_payment_inflows_monthly_inr,gig_income_trend,income_declaration_ratio,salary_slip_available,salary_slip_net_income_inr,salary_slip_months_count,employer_verified,rental_agreement_available,rental_agreement_tenure_months,rental_amount_match_utility,utility_bill_available,utility_address_match_id,id_verified,id_type,id_address_match_score,behavioral_score_0_100,household_score_0_100,income_score_0_100,document_score_0_100,credit_score,risk_category,loan_approved,loan_amount_eligible_inr,default_label
BRW-00336,54,M,Rajasthan,Formal Salaried,3,215.68267265737921,0.17921404237304248,20.0,39.0,1,66,-5,0.142,1,4.0,20,0.037,107294,92264.32578448739,44171.14617778296,0.586,0.7522539575689096,2944,Growing,1.141,1,86498.0,5.0,1,1,13.0,1.0,0,0,1,PAN+Aadhaar,0.855,76.3,97.5,93.1,77.7,792,Low Risk,1,2575056,0
BRW-00337,34,M,Tamil Nadu,Unbanked Rural,2,99.00917501653784,0.37111866820056094,,,0,31,3,0.451,0,,1,0.166,7373,4747.866384521449,4248.371546911463,0.873,0.22582218228194395,985,Declining,1.674,0,,,0,0,,,1,1,0,Aadhaar,0.089,45.9,36.8,23.5,20.5,300,Very High Risk,0,0,1
BRW-00338,51,M,Karnataka,Self-Employed,4,372.21052824498804,0.2081411544105713,27.0,30.0,2,42,7,0.114,1,6.0,17,0.027,45412,38397.035872263295,29204.407106481995,0.606,0.6914234689578999,14077,Growing,0.92,0,,,0,1,34.0,0.0,1,0,1,Aadhaar,0.964,84.2,73.3,88.5,48.4,655,Medium Risk,1,544944,0
BRW-00339,54,M,Karnataka,Gig Worker,2,359.81767408103826,0.3199627465483649,19.0,44.0,1,33,-3,0.134,0,,4,0.193,29312,26753.043847373443,11332.031221501757,0.608,0.4646396147068583,28325,Growing,1.545,1,23453.0,4.0,1,1,13.0,1.0,1,1,1,Passport,0.895,64.0,60.4,46.0,96.5,733,Low Risk,1,703488,0
BRW-00340,34,M,Karnataka,Formal Salaried,3,407.0715191348529,0.1319968276633484,27.0,25.0,0,39,-1,0.021,1,2.0,7,0.02,52119,52657.552510072856,30129.223883460047,0.559,0.2760561647293972,1816,Declining,1.045,1,39073.0,2.0,0,0,,,1,0,1,PAN+Aadhaar,0.842,81.0,87.4,91.5,59.1,671,Medium Risk,1,625428,0
BRW-00341,47,M,Gujarat,Gig Worker,2,335.63731248346903,0.23242335572275558,18.0,28.0,3,33,-1,0.132,1,8.0,2,0.203,26804,24127.708061475732,22359.577077488433,0.867,0.5063941460279194,34340,Stable,1.124,0,,,0,0,,,0,0,1,Driving Licence,0.767,58.4,73.2,57.6,21.5,430,Very High Risk,0,0,0
BRW-00342,43,M,Maharashtra,Gig Worker,3,237.3116893833479,0.31554898274398296,21.0,69.0,3,18,9,0.11,0,,3,0.139,25983,19397.58936002399,14124.896756676313,0.76,0.4717032445802161,19876,Growing,1.546,0,,,0,1,26.0,1.0,1,1,1,Aadhaar,0.898,63.0,26.6,45.8,56.6,508,Very High Risk,0,0,0
BRW-00343,23,F,Delhi,Formal Salaried,4,402.6950900087505,0.23595919144526528,29.0,39.0,0,42,1,0.1,1,4.0,7,0.017,59999,44408.5685086367,26303.763699907995,0.627,1.1063136594465695,2096,Stable,1.127,1,51833.0,3.0,1,0,,,0,0,1,Aadhaar,0.779,88.4,82.5,95.8,60.2,744,Low Risk,1,1439976,0
BRW-00344,47,M,Tamil Nadu,Informal Salaried,4,161.87892675933708,0.2770311613729902,21.0,7.0,3,49,11,0.15,1,1.0,2,0.118,16990,14527.960235385546,9502.571655857231,0.795,0.5716777980007205,4214,Declining,1.208,1,13148.0,3.0,1,0,,,1,1,0,Aadhaar,0.20589231493947585,77.6,37.5,49.3,81.1,596,High Risk,1,101940,0
BRW-00345,36,M,UP,Informal Salaried,2,116.97408796273288,0.36516337448182873,14.0,24.0,5,56,7,0.259,1,4.0,9,0.162,38788,25309.03750390699,33675.92526014292,0.879,0.4956007430808417,5379,Declining,1.313,0,,,0,0,,,1,0,1,Aadhaar,0.951,58.0,63.4,57.6,34.0,446,Very High Risk,0,0,0
BRW-00346,55,M,Delhi,Gig Worker,3,288.9402435149358,0.3814256127653708,26.0,51.0,1,12,0,0.21,1,4.0,5,0.23,46950,39758.71761495941,20356.537746505604,0.703,1.1605074016871855,38925,Growing,1.549,0,,,0,0,,,0,0,1,Aadhaar,0.886,65.8,79.1,62.1,22.2,508,Very High Risk,0,0,0
BRW-00347,32,M,Gujarat,Gig Worker,2,295.0496029000147,0.3260205335589579,24.0,68.0,4,11,-5,0.146,1,-3.0,1,0.06,18983,10744.149133543557,9600.702451773583,0.664,0.4735537498126904,14816,Declining,1.393,0,,,0,1,9.0,1.0,0,0,1,Aadhaar,0.787,55.4,70.5,43.3,35.9,493,Very High Risk,0,0,1
BRW-00348,24,F,Tamil Nadu,Formal Salaried,4,568.3469747190809,0.25225288863411766,27.0,28.0,0,41,3,0.025,0,,18,0.026,33768,29449.395577514246,20264.968146408544,0.575,0.7194114019997154,1840,Stable,1.161,1,23917.0,4.0,1,1,32.0,1.0,1,1,1,PAN+Aadhaar,0.947,85.4,71.3,71.1,96.8,766,Low Risk,1,810432,0
BRW-00349,27,M,UP,Informal Salaried,2,137.4164866276154,0.293848939729526,23.0,5.0,2,24,-1,0.111,1,-9.0,10,0.055,11504,8335.049887977377,7538.458751243457,0.882,0.8048080148726353,416,Stable,1.471,1,8645.0,5.0,1,0,,,1,1,1,Aadhaar,0.827,62.9,93.1,44.0,83.3,657,Medium Risk,1,138048,0
BRW-00350,30,F,Tamil Nadu,Gig Worker,3,245.96987715250768,0.4545130091823439,28.0,36.0,5,24,5,0.086,0,,8,0.144,17450,15690.311195035358,10494.020817799099,0.651,0.6872928166661827,11778,Stable,1.2,0,,,0,1,34.0,0.0,0,0,1,Aadhaar,0.806,67.8,53.4,56.1,36.0,480,Very High Risk,0,0,1
BRW-00351,27,Other,Maharashtra,Gig Worker,4,149.8464485818483,0.38112438855316283,26.0,44.0,5,41,8,0.243,0,,4,0.227,26236,17764.318357172397,14679.856252388652,0.619,0.7367950270723235,32959,Declining,1.305,0,,,0,0,,,1,1,1,Voter ID,0.868,77.0,30.2,54.5,42.1,464,Very High Risk,0,0,1
BRW-00352,30,F,Karnataka,Unbanked Rural,1,190.80370071319587,1.0188059645973397,7.0,2.0,1,10,7,0.327,0,,3,0.208,7033,3039.7857367713405,1935.871950933754,0.907,0.30819663203426184,141,Declining,1.899,0,,,0,0,,,0,0,0,PAN+Aadhaar,0.0033199017699743257,29.2,29.8,19.4,22.7,300,Very High Risk,0,0,1
BRW-00353,52,F,UP,Gig Worker,2,313.28683521714936,0.157297462657466,22.0,27.0,3,41,8,0.255,1,-1.0,7,0.236,23002,14235.907340314367,8849.619805544,0.611,0.5321912284600636,30028,Growing,1.433,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.824,68.5,55.0,51.6,21.9,419,Very High Risk,0,0,1
BRW-00354,53,F,Tamil Nadu,Formal Salaried,4,209.25633052991333,0.18958408221146428,24.0,19.0,0,57,0,0.076,1,-1.0,16,0.032,105427,102844.54371770073,80495.68988215539,0.791,0.876403042681585,660,Stable,1.133,1,76014.0,3.0,1,1,17.0,1.0,1,1,1,PAN+Aadhaar,0.976,85.9,98.7,88.5,95.6,846,Low Risk,1,2530248,0
BRW-00355,33,Other,Bihar,Formal Salaried,4,410.73031483712253,0.16995927580471798,29.0,19.0,0,41,3,0.079,0,,12,0.047,68787,56961.71787635685,52958.681420953624,0.707,0.7049077493495647,912,Stable,1.173,1,52733.0,5.0,1,0,,,1,1,1,Passport,0.763,87.7,70.4,92.7,82.9,780,Low Risk,1,1650888,0
BRW-00356,29,F,Tamil Nadu,Gig Worker,2,308.73638360235435,0.1651456937909729,28.0,60.0,4,10,0,0.193,1,7.0,1,0.201,28898,28353.89424918804,15928.817658669683,0.643,0.7561064921484779,12796,Stable,1.181,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.771,61.2,69.6,63.9,41.5,535,High Risk,0,0,0
BRW-00357,29,F,UP,Formal Salaried,4,681.3304483215242,0.17070544060387682,25.0,49.0,0,70,-5,0.113,1,-3.0,18,0.005,40472,43327.481023390545,19496.5903614404,0.593,1.0643345641188944,746,Stable,1.023,1,30364.0,3.0,1,1,23.0,1.0,0,0,1,Passport,0.925,87.8,98.0,90.7,75.3,789,Low Risk,1,971328,0
BRW-00358,49,F,Tamil Nadu,Gig Worker,2,224.19161389684976,0.27408286646167235,22.0,38.0,4,47,-1,0.14,1,-1.0,4,0.096,30264,11023.057398092787,12857.71263186755,0.76,0.6785486461220402,38387,Stable,1.495,0,,,0,1,8.0,1.0,1,1,1,PAN+Aadhaar,0.798,68.6,77.9,55.9,56.0,604,High Risk,1,181584,0
BRW-00359,41,F,Bihar,Unbanked Rural,2,54.418429607506354,0.6047527820844291,,,0,27,16,0.249,1,27.0,1,0.218,6307,2954.3412596193493,2944.2841462079186,0.889,0.3027083970371657,1277,Stable,2.24,0,,,0,0,,,0,0,0,Aadhaar,0.2534361652455985,46.3,33.4,11.7,21.9,300,Very High Risk,0,0,1
BRW-00360,28,F,Delhi,Gig Worker,3,374.2285669960674,0.4055324368140259,20.0,28.0,4,19,2,0.202,1,-1.0,2,0.084,47632,58048.590962090624,31272.891435306494,0.817,0.4940214711131078,43141,Growing,1.19,0,,,0,0,,,1,1,1,Aadhaar,0.784,58.1,64.9,75.5,41.6,545,High Risk,0,0,0
BRW-00361,32,M,UP,Informal Salaried,2,255.6016129256339,0.47404393329610134,12.0,22.0,7,44,1,0.198,0,,11,0.124,38414,34580.24590202656,22831.07563060995,0.836,0.35920898662151973,389,Stable,1.405,0,,,0,0,,,1,0,1,PAN+Aadhaar,0.833,51.5,72.9,52.7,33.3,460,Very High Risk,0,0,1
BRW-00362,41,M,Delhi,Gig Worker,3,194.72335242583455,0.29943266467051477,24.0,35.0,3,34,-9,0.177,1,4.0,7,0.144,48743,36473.88253207578,27246.3725122608,0.721,0.4505620399462186,37319,Declining,1.449,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.82,70.0,84.6,57.4,41.8,541,High Risk,0,0,1
BRW-00363,37,M,Karnataka,Gig Worker,2,298.2400186444613,0.365403107549499,24.0,52.0,1,11,4,0.222,0,,9,0.241,28002,15009.775375039984,6950.992953445788,0.87,0.6104871238524809,33865,Stable,1.47,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.934,59.8,57.0,49.4,42.5,481,Very High Risk,0,0,1
BRW-00364,25,M,UP,Gig Worker,3,236.09064898550426,0.1587620412694894,23.0,21.0,5,12,13,0.189,1,10.0,5,0.137,43250,31521.130614816644,28576.90025547829,0.709,0.649037154188278,17653,Declining,1.503,0,,,0,0,,,1,0,1,Aadhaar,0.926,61.7,44.2,59.3,33.9,418,Very High Risk,0,0,1
BRW-00365,27,M,Tamil Nadu,Unbanked Rural,2,97.98345865022168,0.5188441240891065,3.0,5.0,0,19,19,0.448,0,,3,0.336,15620,10548.512439508264,7061.657662058534,0.9,0.37923149427834313,1458,Growing,1.7,0,,,0,1,35.0,1.0,0,0,1,PAN+Aadhaar,0.989,40.5,17.1,27.0,37.1,326,Very High Risk,0,0,1
BRW-00366,43,M,Tamil Nadu,Informal Salaried,4,284.156860115815,0.37684144267130754,23.0,18.0,7,28,9,0.263,1,-11.0,6,0.191,31323,21543.243815723596,20614.43896659177,0.866,0.5927313056553121,5732,Stable,1.38,0,,,0,0,,,1,1,1,Voter ID,0.931,66.3,48.9,53.0,42.5,476,Very High Risk,0,0,1
BRW-00367,47,F,Bihar,Unbanked Rural,2,95.15425054322807,0.6741644338838273,,,0,2,20,0.496,0,,1,0.363,8733,5090.2488470993685,3162.172745848978,1.002,0.5693607856879582,918,Declining,1.824,0,,,0,1,15.0,1.0,0,0,1,PAN+Aadhaar,0.924,37.5,11.3,23.1,36.7,300,Very High Risk,0,0,1
BRW-00368,24,M,Gujarat,Unbanked Rural,2,89.35270327069925,0.38229899339438717,,,1,5,18,0.482,0,,2,0.163,13551,10602.938212235471,7131.680949988951,0.957,0.4198435742843876,1377,Growing,1.664,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.924,36.6,14.0,29.7,42.4,300,Very High Risk,0,0,1
BRW-00369,35,F,Maharashtra,Formal Salaried,3,384.16259927518036,0.13801514859863245,26.0,39.0,0,61,0,0.089,1,7.0,12,0.025,97759,84834.73443252893,92667.42379523022,0.725,1.1559055362589585,1333,Stable,0.955,1,84795.0,6.0,1,1,6.0,1.0,1,1,1,Driving Licence,0.971,82.8,98.4,97.8,99.8,842,Low Risk,1,2346216,0
BRW-00370,32,M,Rajasthan,Formal Salaried,5,460.69247530249504,0.08901933550986767,21.0,30.0,0,64,0,0.108,1,6.0,14,0.017,46868,33249.031172248775,16731.643350004808,0.643,0.9106075838830807,1006,Declining,1.111,1,35580.0,6.0,1,0,,,1,1,1,Aadhaar,0.824,88.0,98.1,83.1,84.7,778,Low Risk,1,1124832,0
BRW-00371,39,M,Rajasthan,Formal Salaried,4,281.320438099668,0.08521961534445138,25.0,29.0,1,52,-2,0.134,1,-1.0,8,0.02,32080,32366.411287872696,23332.245652068563,0.67,1.3843968883690394,1399,Stable,1.128,1,27007.0,2.0,1,1,13.0,1.0,1,1,1,Aadhaar,0.825,87.4,87.8,77.6,93.3,803,Low Risk,1,769920,0
BRW-00372,33,F,Maharashtra,Formal Salaried,5,290.3993673784402,0.15829659791004738,27.0,40.0,0,77,-4,0.076,1,-8.0,19,0.018,43776,45029.09278274312,23367.791761007848,0.599,0.9550574280991542,2685,Stable,1.061,1,37667.0,2.0,1,0,,,1,1,0,Voter ID,0.0008187867190223907,93.4,98.7,90.7,79.6,799,Low Risk,1,1050624,0
BRW-00373,44,F,Karnataka,Formal Salaried,4,392.93248665201247,0.09548189002889146,20.0,58.0,0,69,-2,0.074,1,-10.0,22,0.041,96231,99440.864612198,65169.95462360717,0.72,0.7006851156176929,1153,Stable,1.167,1,73362.0,2.0,1,1,20.0,1.0,1,0,1,Aadhaar,0.807,84.1,98.7,87.7,84.6,792,Low Risk,1,2309544,0
BRW-00374,33,M,Karnataka,Self-Employed,5,371.57264252371664,0.37315874734394183,18.0,25.0,0,19,1,0.203,0,,4,0.065,75452,81951.7182308273,48073.11644626569,0.578,0.6645671264022844,6055,Declining,1.026,0,,,0,1,13.0,1.0,1,1,1,Voter ID,0.978,71.7,55.6,83.7,57.0,598,High Risk,1,452712,0
BRW-00375,34,F,Maharashtra,Formal Salaried,3,234.9931570995409,0.2238188456091773,20.0,28.0,0,58,-2,0.096,1,-1.0,17,0.026,83812,76282.48115872158,51536.791305978455,0.55,1.0738552548052076,1825,Stable,0.974,1,69391.0,2.0,1,1,27.0,1.0,1,1,1,Aadhaar,0.884,76.8,98.3,99.9,93.6,832,Low Risk,1,2011488,0
BRW-00376,46,F,Karnataka,Informal Salaried,3,170.32563571905953,0.3879491054887132,23.0,19.0,4,8,7,0.121,0,,7,0.197,10201,8376.441068559654,5951.163022172915,0.933,0.7663624244476357,6023,Declining,1.323,0,,,0,0,,,1,0,1,Aadhaar,0.825,56.4,43.3,44.6,33.3,396,Very High Risk,0,0,1
BRW-00377,40,M,Karnataka,Self-Employed,4,511.8266163788794,0.1441148756944972,15.0,32.0,1,80,2,0.228,1,6.0,16,0.026,97585,49753.45082172657,36292.798912118684,0.607,0.6642920203263798,11019,Stable,1.513,0,,,0,1,34.0,1.0,1,1,0,Aadhaar,0.129,77.2,88.9,72.4,35.0,563,High Risk,0,0,0
BRW-00378,57,M,Tamil Nadu,Formal Salaried,3,300.80915624314423,0.1758304914155355,29.0,29.0,0,31,0,0.024,1,0.0,18,0.024,88542,73564.01372893705,32836.05098634788,0.599,0.45944617988576014,59,Stable,1.143,1,76821.0,4.0,1,1,24.0,1.0,0,0,1,Aadhaar,0.828,78.6,99.6,89.3,76.2,745,Low Risk,1,2125008,0
BRW-00379,29,Other,Bihar,Self-Employed,5,252.61437276654797,0.24089248643594913,26.0,28.0,1,37,6,0.2,0,,16,0.097,144147,115695.25327122245,68568.37227767613,0.594,0.6494596706653669,10311,Growing,1.371,0,,,0,1,19.0,0.0,1,1,1,Aadhaar,0.991,85.5,57.6,76.9,57.1,633,Medium Risk,1,1729764,0
BRW-00380,50,F,Rajasthan,Informal Salaried,2,206.35030845840302,0.44729918240868316,23.0,12.0,6,52,5,0.328,1,-2.0,10,0.073,25628,19023.747505745363,21506.894989237106,0.783,0.588482721493025,3604,Declining,1.25,0,,,0,1,7.0,0.0,1,1,1,Aadhaar,0.996,63.7,71.7,54.9,57.1,560,High Risk,0,0,0
BRW-00381,53,F,Gujarat,Formal Salaried,3,257.8557843653818,0.05072835024507097,27.0,48.0,0,87,-5,0.144,0,,7,0.031,38265,52555.670427224184,14942.275851832572,0.669,0.8028179195453639,1572,Stable,1.087,1,29786.0,3.0,1,1,12.0,1.0,0,0,1,Voter ID,0.917,86.4,67.6,78.6,75.2,711,Medium Risk,1,459180,0
BRW-00382,39,F,Tamil Nadu,Self-Employed,5,219.19406161657048,0.20691878216127946,21.0,11.0,0,69,-1,0.061,1,5.0,13,0.044,44671,14453.207932420653,10333.10728083547,0.524,0.5442152265490059,8424,Stable,1.921,0,,,0,1,13.0,1.0,1,1,1,Voter ID,0.778,86.6,98.9,39.3,55.9,609,High Risk,1,268026,1
BRW-00383,27,M,Bihar,Gig Worker,2,393.74602390665444,0.5131594201529692,29.0,46.0,3,41,2,0.211,1,6.0,1,0.223,27460,16683.553632325456,11098.298829531252,0.615,0.3462382175760963,35073,Growing,1.466,0,,,0,0,,,0,0,0,Voter ID,0.18844052163327563,71.7,62.3,46.2,21.8,466,Very High Risk,0,0,1
BRW-00384,39,M,Delhi,Unbanked Rural,2,137.78709160905856,0.4888214125156622,1.0,1.0,1,6,-8,0.371,0,,3,0.198,8477,4452.193302078578,4950.887742493872,0.873,0.47698316567975185,1662,Stable,1.547,0,,,0,0,,,1,1,1,Voter ID,0.879,29.6,53.7,30.0,42.2,372,Very High Risk,0,0,1
BRW-00385,40,M,Bihar,Self-Employed,4,465.82521695572854,0.21530576862489964,25.0,12.0,2,43,6,0.116,0,,4,0.053,22202,17297.496747596655,14273.464224622501,0.603,0.8469059042675349,9693,Growing,1.104,0,,,0,1,35.0,1.0,1,1,1,Aadhaar,0.963,81.6,39.5,66.3,56.9,554,High Risk,0,0,0
BRW-00386,43,F,Tamil Nadu,Self-Employed,4,329.2239814653691,0.21731661127353993,27.0,32.0,0,12,0,0.068,1,4.0,5,0.08,133846,121358.18468245301,73073.79837608067,0.541,0.684639541447991,8458,Stable,0.961,0,,,0,0,,,1,1,1,Passport,0.796,75.3,81.6,85.4,41.7,583,High Risk,1,803076,0
BRW-00387,53,F,Bihar,Informal Salaried,2,126.48765508432798,0.3921554490717334,11.0,21.0,7,18,8,0.269,1,-3.0,8,0.078,33874,19473.643938960475,19893.123288785322,0.801,0.42988656388501356,2990,Declining,1.278,1,25025.0,2.0,1,1,26.0,1.0,1,1,1,PAN+Aadhaar,0.776,41.2,57.2,61.2,93.0,617,High Risk,1,203244,0
BRW-00388,24,F,Karnataka,Formal Salaried,4,364.0270801162165,0.054993962257410794,23.0,22.0,0,71,2,0.082,1,-4.0,23,0.014,41850,46124.01528682561,30387.487785521243,0.621,0.9450242784059681,413,Stable,1.044,1,32304.0,5.0,1,1,25.0,1.0,1,1,1,PAN+Aadhaar,0.769,86.2,91.5,86.2,97.3,828,Low Risk,1,1004400,0
BRW-00389,49,M,Tamil Nadu,Self-Employed,4,258.20922300922246,0.18186842379324653,15.0,37.0,0,22,-3,0.071,0,,15,0.062,124621,65393.577300691984,42332.476056705505,0.509,0.3926640705861632,14378,Growing,1.697,0,,,0,0,,,1,1,1,Voter ID,0.877,66.4,81.1,61.8,42.2,581,High Risk,1,747726,0
BRW-00390,31,M,UP,Self-Employed,4,320.6979590270642,0.13527280789748022,17.0,32.0,1,64,2,0.172,1,0.0,7,0.055,40809,29887.79518105425,25968.944341277027,0.81,0.8096322327622784,6927,Declining,1.41,1,31815.0,5.0,1,0,,,1,0,1,Aadhaar,0.971,79.3,77.7,65.1,75.5,679,Medium Risk,1,489708,0
BRW-00391,56,M,Rajasthan,Unbanked Rural,2,93.42470981520319,0.5302518503406186,8.0,3.0,1,9,12,0.495,0,,1,0.257,10350,4765.128869718086,5450.964251695248,1.021,0.18629677426694527,1132,Declining,1.983,0,,,0,0,,,0,0,0,Voter ID,0.2765047455771496,38.8,11.4,11.1,21.5,300,Very High Risk,0,0,1
BRW-00392,50,F,Maharashtra,Informal Salaried,3,351.37727491270846,0.357286363354523,17.0,18.0,7,30,3,0.33,1,10.0,8,0.14,12806,8952.62685543417,9350.470275225554,0.752,0.4867287760327554,6008,Stable,1.233,1,10373.0,3.0,1,1,15.0,0.0,0,0,1,Aadhaar,0.803,57.7,73.8,43.4,74.6,588,High Risk,1,76836,0
BRW-00393,36,F,Gujarat,Informal Salaried,3,203.65038675114397,0.35318144649733313,17.0,14.0,4,45,-1,0.372,1,1.0,11,0.135,17163,14442.815634433595,6963.804783979637,0.741,0.5427256358247449,547,Stable,1.586,1,12077.0,3.0,1,0,,,1,0,1,Aadhaar,0.923,65.1,91.0,38.4,72.4,648,Medium Risk,1,205956,0
BRW-00394,54,M,Bihar,Self-Employed,4,367.91327215957665,0.1526007620658545,20.0,38.0,0,43,8,0.132,1,1.0,10,0.085,114368,77592.78075981613,38116.50688110701,0.692,0.510092591682805,12825,Declining,1.746,0,,,0,0,,,0,0,1,Aadhaar,0.956,81.3,64.5,68.3,22.6,497,Very High Risk,0,0,0
BRW-00395,28,F,UP,Informal Salaried,2,187.33778866258092,0.5279303326739666,15.0,5.0,4,29,1,0.386,1,6.0,9,0.096,10185,4578.064655345569,7203.312197139386,0.858,0.5330573838887929,6376,Stable,1.393,0,,,0,0,,,1,1,1,Aadhaar,0.952,51.7,82.3,39.5,42.6,497,Very High Risk,0,0,1
BRW-00396,33,M,Gujarat,Unbanked Rural,2,126.39101300830055,0.6956090766604214,5.0,3.0,0,29,22,0.546,0,,0,0.138,13070,2861.255628853585,3316.914649424138,1.039,0.20770482508831928,1548,Declining,2.764,0,,,0,0,,,0,0,1,Passport,0.946,41.2,8.0,11.0,22.5,300,Very High Risk,0,0,1
BRW-00397,51,F,Tamil Nadu,Unbanked Rural,2,185.96383715277017,0.4890531725780459,,,1,15,-8,0.319,0,,3,0.328,13334,8275.957061287732,6236.90146340277,0.894,0.4297113975133356,43,Declining,1.947,0,,,0,1,16.0,1.0,1,0,1,Driving Licence,0.782,44.4,54.7,21.5,47.3,392,Very High Risk,0,0,1
BRW-00398,42,M,Gujarat,Informal Salaried,3,156.28327030173074,0.18977023669296209,13.0,5.0,7,50,14,0.148,0,,9,0.178,21545,12143.885396867947,10847.787544489569,0.854,0.19100467042536892,4212,Stable,1.59,0,,,0,1,10.0,1.0,0,0,1,Aadhaar,0.849,61.5,37.1,39.3,36.3,357,Very High Risk,0,0,1
BRW-00399,52,F,UP,Self-Employed,5,476.9893445672496,0.14137926553621766,24.0,26.0,2,14,5,0.137,1,6.0,12,0.046,76202,32611.13072615214,28240.703930313593,0.807,0.4966623937039048,814,Declining,1.566,0,,,0,0,,,1,1,1,Aadhaar,0.996,76.9,79.9,65.1,42.8,565,High Risk,0,0,1
BRW-00400,45,M,Maharashtra,Self-Employed,3,537.7442045482577,0.37748359584477903,26.0,35.0,0,73,0,0.13,0,,17,0.061,45215,40429.039978323766,17888.58895901947,0.657,0.48165258013675094,8263,Stable,1.352,0,,,0,1,12.0,1.0,1,1,1,Aadhaar,0.997,81.0,80.1,61.2,57.1,662,Medium Risk,1,542580,0
BRW-00401,41,F,Delhi,Formal Salaried,3,229.50348972365296,0.1681327325955605,26.0,31.0,0,44,-2,0.095,1,5.0,6,0.025,58325,58405.932642069616,32085.11683454251,0.581,0.5872169052978629,2155,Stable,1.032,1,48700.0,3.0,1,0,,,1,1,1,Voter ID,0.901,81.3,83.6,92.6,80.9,761,Low Risk,1,1399800,0
BRW-00402,25,M,Bihar,Unbanked Rural,2,111.8158244418297,0.7947852156419437,1.0,6.0,1,29,18,0.433,0,,3,0.26,7074,3646.6909613075627,3747.0911822858934,0.894,0.39325821751871665,243,Growing,2.037,0,,,0,1,35.0,0.0,0,0,1,Aadhaar,0.927,39.0,17.4,13.8,36.7,300,Very High Risk,0,0,1
BRW-00403,49,M,Delhi,Gig Worker,2,418.1821671098085,0.19767997318954852,26.0,42.0,5,30,15,0.245,1,15.0,1,0.182,31006,24260.635999896673,11585.736361699683,0.638,0.7710548315566009,33710,Stable,1.485,0,,,0,0,,,1,1,1,Passport,0.988,66.2,33.4,53.2,42.8,461,Very High Risk,0,0,0
BRW-00404,41,M,Gujarat,Self-Employed,3,191.8545586493655,0.24764483977252522,21.0,29.0,0,72,-8,0.152,1,-2.0,16,0.024,114080,87110.36922442753,74192.74461998555,0.506,0.6635205321289704,6742,Stable,0.966,0,,,0,1,20.0,0.0,1,1,0,PAN+Aadhaar,0.34320188006299585,77.1,97.3,90.3,56.4,682,Medium Risk,1,1368960,0
BRW-00405,45,M,Delhi,Informal Salaried,3,192.26917274005402,0.7187710113109133,19.0,19.0,3,49,11,0.131,0,,11,0.158,10201,4005.8192232099514,5345.70462845417,0.888,0.3693917395660782,6492,Stable,1.716,0,,,0,1,13.0,0.0,0,0,1,Passport,0.784,67.4,42.3,28.3,35.9,393,Very High Risk,0,0,1
BRW-00406,53,M,Rajasthan,Unbanked Rural,2,164.81966923405778,0.9512221365880292,,,0,34,3,0.543,0,,1,0.119,16284,6725.735289391072,5543.041922386103,0.859,0.21540607856266186,1067,Declining,3.187,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.917,46.7,35.2,11.0,22.4,300,Very High Risk,0,0,1
BRW-00407,57,F,Delhi,Informal Salaried,4,149.21635402595092,0.31825725974097074,16.0,6.0,4,51,4,0.193,1,1.0,7,0.12,15710,8180.977683983549,7069.735696438171,0.7,0.4170208352854314,2688,Stable,1.368,0,,,0,1,33.0,1.0,0,0,1,PAN+Aadhaar,0.99,69.5,70.2,39.6,37.1,485,Very High Risk,0,0,1
BRW-00408,55,M,Bihar,Formal Salaried,5,707.7530959910798,0.05735440485194893,21.0,33.0,1,31,-2,0.146,1,-3.0,22,0.041,57655,38101.75402625528,38355.88188286533,0.768,0.9561875532748737,995,Stable,1.143,1,40913.0,4.0,1,1,32.0,1.0,1,1,1,PAN+Aadhaar,0.924,82.6,97.4,89.8,96.7,850,Low Risk,1,1383720,0
BRW-00409,57,F,Tamil Nadu,Unbanked Rural,2,75.04029648479369,0.34277617128118343,6.0,7.0,1,9,8,0.247,0,,0,0.235,17759,6734.016902429017,8279.275413066314,0.911,0.1439779577304085,1794,Declining,2.098,0,,,0,1,10.0,1.0,0,0,1,Voter ID,0.951,39.7,20.3,12.0,36.9,300,Very High Risk,0,0,1
BRW-00410,23,F,Gujarat,Formal Salaried,3,459.7044400563306,0.0658106664405815,29.0,59.0,0,65,-2,0.145,1,0.0,10,0.007,111234,163861.10043626293,68023.85605606943,0.61,1.0357909809494272,1358,Stable,0.961,1,91994.0,5.0,1,0,,,1,1,0,Voter ID,0.03034682415176426,87.4,92.5,94.5,83.5,809,Low Risk,1,2669616,0
